,,,,,,,Daily Price Arrival Report-30-11-2025 to 10-06-2026 for Multiple States,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,128.00,Metric Tonnes,09-06-2026
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,18.72,Metric Tonnes,09-02-2026
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,27.24,Metric Tonnes,07-05-2026
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,24.00,Metric Tonnes,06-05-2026
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,206.50,Metric Tonnes,05-12-2025
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,140.00,Metric Tonnes,05-05-2026
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Cereals,Paddy(Common),B P T,FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,147.00,Metric Tonnes,03-12-2025
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,10-06-2026
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,09-06-2026
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,08-06-2026
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,07-06-2026
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,06-06-2026
Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Cereals,Paddy(Common),MTU-1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,05-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,30-05-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,1.00,Metric Tonnes,29-05-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,Local,"2,369.00","2,369.00","2,369.00",Rs./Quintal,10.00,Metric Tonnes,27-05-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.20,Metric Tonnes,10-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,09-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,08-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,05-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,04-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,03-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,02-06-2026
Andhra Pradesh,NTR,Mylavaram APMC,Cereals,Paddy(Common),1001,FAQ,"2,369.00","2,369.00","2,369.00",Rs./Quintal,0.10,Metric Tonnes,01-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,800.00","1,800.00","1,800.00",Rs./Quintal,0.10,Metric Tonnes,31-05-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,800.00","1,800.00","1,800.00",Rs./Quintal,0.10,Metric Tonnes,30-05-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,840.00","1,840.00","1,840.00",Rs./Quintal,0.10,Metric Tonnes,10-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,820.00","1,820.00","1,820.00",Rs./Quintal,0.10,Metric Tonnes,09-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,820.00","1,820.00","1,820.00",Rs./Quintal,0.10,Metric Tonnes,08-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,810.00","1,810.00","1,810.00",Rs./Quintal,0.10,Metric Tonnes,07-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,840.00","1,840.00","1,840.00",Rs./Quintal,0.10,Metric Tonnes,06-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,820.00","1,820.00","1,820.00",Rs./Quintal,0.10,Metric Tonnes,05-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,820.00","1,820.00","1,820.00",Rs./Quintal,0.10,Metric Tonnes,04-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,820.00","1,820.00","1,820.00",Rs./Quintal,0.10,Metric Tonnes,03-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,800.00","1,800.00","1,800.00",Rs./Quintal,0.10,Metric Tonnes,02-06-2026
Andhra Pradesh,NTR,Nandigama APMC,Cereals,Paddy(Common),B P T,Grade Range-1,"1,800.00","1,800.00","1,800.00",Rs./Quintal,0.10,Metric Tonnes,01-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,58.00,Metric Tonnes,30-05-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,250.00","2,250.00","2,250.00",Rs./Quintal,18.00,Metric Tonnes,29-05-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,250.00","2,250.00","2,250.00",Rs./Quintal,48.00,Metric Tonnes,28-05-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,25.00,Metric Tonnes,10-12-2025
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,27.00,Metric Tonnes,10-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,45.00,Metric Tonnes,09-12-2025
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,50.00,Metric Tonnes,09-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,56.00,Metric Tonnes,08-12-2025
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,26.00,Metric Tonnes,08-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,46.00,Metric Tonnes,06-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,40.00,Metric Tonnes,05-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,40.00,Metric Tonnes,04-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,400.00","2,400.00","2,400.00",Rs./Quintal,24.00,Metric Tonnes,03-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,47.80,Metric Tonnes,02-12-2025
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,10.00,Metric Tonnes,02-06-2026
Andhra Pradesh,NTR,Tiruvuru APMC,Cereals,Paddy(Common),Sona,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,24.50,Metric Tonnes,01-06-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,000.00","2,000.00","2,000.00",Rs./Quintal,270.00,Metric Tonnes,31-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,361.00","2,361.00","2,361.00",Rs./Quintal,360.00,Metric Tonnes,31-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,200.00","2,200.00","2,200.00",Rs./Quintal,840.00,Metric Tonnes,30-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"1,800.00","1,800.00","1,800.00",Rs./Quintal,250.00,Metric Tonnes,29-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,400.00","2,400.00","2,400.00",Rs./Quintal,"1,870.00",Metric Tonnes,29-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,300.00","2,300.00","2,300.00",Rs./Quintal,"1,357.00",Metric Tonnes,28-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,300.00","2,300.00","2,300.00",Rs./Quintal,375.00,Metric Tonnes,27-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,200.00","2,200.00","2,200.00",Rs./Quintal,830.00,Metric Tonnes,27-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Paddy,Grade Range-2,"2,100.00","2,100.00","2,100.00",Rs./Quintal,502.00,Metric Tonnes,26-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,050.00","2,050.00","2,050.00",Rs./Quintal,195.00,Metric Tonnes,23-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,000.00","2,000.00","2,000.00",Rs./Quintal,495.00,Metric Tonnes,16-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,100.00","2,100.00","2,100.00",Rs./Quintal,"3,222.00",Metric Tonnes,12-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,400.00","2,400.00","2,400.00",Rs./Quintal,"5,514.00",Metric Tonnes,11-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,666.00","2,666.00","2,666.00",Rs./Quintal,"2,085.00",Metric Tonnes,10-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Paddy,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,372.00,Metric Tonnes,09-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,200.00","2,200.00","2,200.00",Rs./Quintal,"3,720.00",Metric Tonnes,08-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,400.00","2,400.00","2,400.00",Rs./Quintal,"4,015.00",Metric Tonnes,06-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,000.00","2,000.00","2,000.00",Rs./Quintal,720.00,Metric Tonnes,05-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,300.00","2,300.00","2,300.00",Rs./Quintal,"2,698.00",Metric Tonnes,04-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,200.00","2,200.00","2,200.00",Rs./Quintal,299.00,Metric Tonnes,04-02-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,000.00","2,000.00","2,000.00",Rs./Quintal,"2,756.00",Metric Tonnes,03-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,812.00","2,812.00","2,812.00",Rs./Quintal,492.00,Metric Tonnes,03-01-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-2,"2,200.00","2,200.00","2,200.00",Rs./Quintal,"3,165.00",Metric Tonnes,02-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,222.00","2,222.00","2,222.00",Rs./Quintal,100.00,Metric Tonnes,02-02-2026
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),Sona Mahsuri,Grade Range-1,"2,600.00","2,600.00","2,600.00",Rs./Quintal,"2,860.00",Metric Tonnes,01-12-2025
Andhra Pradesh,Nandyal,Nandyal APMC,Cereals,Paddy(Common),B P T,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,105.00,Metric Tonnes,01-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,31-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,30-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,29-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,29-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,27-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,27-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,26-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,24-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,24-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,23-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,23-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,22-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,20-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,20-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,19-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,19-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,18-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,17-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,16-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.00,Metric Tonnes,15-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,13-02-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,13-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,12-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,12-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,11-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,10-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,09-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,09-02-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,09-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,08-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,08-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,07-02-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,07-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,06-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,06-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,05-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.00,Metric Tonnes,05-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,04-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.50,Metric Tonnes,04-02-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,03-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,03-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,3.00,Metric Tonnes,02-12-2025
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,02-01-2026
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Cereals,Paddy(Common),1001,Grade Range-2,"2,370.00","2,370.00","2,370.00",Rs./Quintal,2.50,Metric Tonnes,01-12-2025
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,262.80,Metric Tonnes,31-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"2,544.70",Metric Tonnes,30-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"3,194.60",Metric Tonnes,29-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"3,615.60",Metric Tonnes,28-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,24.00,Metric Tonnes,27-04-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"3,303.10",Metric Tonnes,27-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"3,087.60",Metric Tonnes,26-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"2,954.30",Metric Tonnes,25-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,26.10,Metric Tonnes,24-04-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"2,519.70",Metric Tonnes,24-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,16.50,Metric Tonnes,23-04-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"2,268.30",Metric Tonnes,23-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,"1,325.00",Metric Tonnes,22-03-2026
Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Cereals,Paddy(Common),Nellore Sanna,FAQ,"2,300.00","2,400.00","2,369.00",Rs./Quintal,71.80,Metric Tonnes,21-04-2026
